Food Code,Food Name,Description,Group,Previous,Main data references,Footnote,Energy (kJ),Energy (kcal),Fat (g),Saturates (g),Carbohydrate (g),Sugars (g),Starch (g),Fibre (g),Protein (g),Salt (g),Food_Category,Super_Category,FPS_Weight,FVS_Weight,Standardized_Weight
13-500,"Onions, boiled in unsalted water","22 samples, autumn and winter, UK grown and imported, pre-packed and loose",DG,13-306 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,130,31,0.3,0,5.2,4.1,0,2.3,0.7,0.01,Oils and fats,Other,,,
13-590,"Onions, dried, raw",Calculated from raw (13-499),DG,13-308 ,"DH, Nutrient analysis of fruit and vegetables, 2013; industry data, 2014 and estimated from 13-308",,1506,357,1.2,0.5,68.2,53.5,0,19.3,8.8,0.25,Uncategorized,Other,,,
13-611,"Onions, fried in butter",Calculated from 13-592 and estimated from 13-417,D,13-417 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,425,102,5.3,3.5,10.9,8.5,0.1,3,1.2,0.09,Uncategorized,Other,,,
13-592,"Onions, fried in corn oil",Calculated from fried in sunflower oil and from corn oil,DG,13-307 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,425,102,5.3,0.74,10.9,8.5,0.1,3,1.2,0.01,Oils and fats,Other,,,
13-593,"Onions, fried in lard",Calculated from fried in sunflower oil and lard,DG,13-418 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,425,102,5.3,2.08,10.9,8.5,0.1,3,1.2,0.01,Uncategorized,Other,,,
13-591,"Onions, fried in rapeseed oil",Calculated from 13-501,DG,50-794 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,425,102,5.3,0.34,10.9,8.5,0.1,3,1.2,0.01,Nuts and seeds,Plant-based foods,,,
13-501,"Onions, fried in sunflower oil","Calculated from raw, fried for 5-10 minutes. Nitrogen, fat and water analysed, 2011",DG,,"DH, Nutrient analysis of fruit and vegetables, 2013",,425,102,5.3,0.62,10.9,8.5,0.1,3,1.2,0.01,Oils and fats,Other,,,
13-309,"Onions, pickled, drained","10 samples, 7 brands",DG,50-797 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",,116,27,0.2,0,4.7,3.4,0,1.6,0.9,1.13,Uncategorized,Other,,,
13-499,"Onions, raw","22 samples, autumn and winter, UK grown and imported, pre-packed and loose",DG,13-304 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,170,40,0.1,0,7.8,6.1,0,2.2,1.0,0.01,Uncategorized,Other,,,
14-330,"Orange juice, ambient, UHT","11 samples, 9 brands, including ‘smooth’ and ‘with bits’",FC,14-301 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,166,39,0.0,0,8.3,8.3,0,0,0.6,0.01,Non-alcoholic beverages,Beverages,,,
14-329,"Orange juice, chilled","10 samples, 8  brand, premium and from concentrate including 'smooth' and 'with bits'",FC,14-301 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,173,41,0.0,0,8.4,8.4,0,0,0.9,0,Non-alcoholic beverages,Beverages,50.0,,50.0
14-369,"Orange juice, freshly squeezed",Strained juice from fresh oranges,FC,14-281 ,"Fruit and Nuts Supplement, 1992; and estimated from 14-327",,165,39,0.0,0,8,8,0,0.3,0.6,0.01,Non-alcoholic beverages,Beverages,,,
14-370,"Orange juice, freshly squeezed, weighed as whole fruit",Calculated from 14-281,FC,14-282 ,"Fruit and Nuts Supplement, 1992; and estimated from 14-369",,75,18,0.0,0,3.6,3.6,0,0,0.3,0,Fruit,Plant-based foods,,,
16-199,"Orange roughy, raw",Literature sources,JC,,"Fish and Fish Products Supplement, 1993",,509,122,7.0,0.3,0,0,0,0,14.7,0.19,Uncategorized,Other,120.0,,120.0
14-327,"Oranges, flesh only","22 samples, early and late winter, including Navel and Valencia",FA,14-298 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,183,43,0.2,0.05,8,8,0,1.2,0.8,0,Uncategorized,Other,,,
14-360,"Oranges, flesh only, weighed with peel and pips",Calculated from 14-327 using edible conversion factor of 0.71,FA,14-311 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,139,33,0.2,0.04,5.7,5.7,0,1.2,0.8,0,Uncategorized,Other,,,
13-878,"Oregano, dried, ground",Literature sources,H,13-842 ,"USDA SR26, 2013",,1100,265,4.3,1.55,26.4,4.1,22.3,42.5,9.0,0.06,Uncategorized,Other,,,
13-891,"Oregano, fresh",4 samples and calculation from dried,H,13-841 ,"LGC, Fruit and vegetables, 1989-1990; and SR26, 2013",,250,60,0.9,0.23,6.9,0.8,6.1,8.6,1.8,0.01,Uncategorized,Other,,,
14-177,"Ortaniques, flesh only",Literature sources,FA,,Caribbean Food and Nutrition Institute (1974) Food composition tables for use in the English-speaking Caribbean.,,242,57,0.2,0,11.1,11.1,0,1.7,1.0,0.01,Uncategorized,Other,,,
17-818,"Ovaltine powder, made up with semi-skimmed milk",Recipe. Calculated from 25g powder to 200ml milk,PAA,17-565 ,Updated 2014. N values due to N values published in Ovaltine powder,,345,82,1.7,1.11,12.5,9,3.5,0.5,3.8,0.13,Milk and milk products,Animal-based foods,,,
17-819,"Ovaltine powder, made up with skimmed milk",Recipe. Calculated from 25g powder to 200ml milk,PAA,17-566 ,Updated 2014. N values due to N values published in Ovaltine powder,,300,71,0.4,0.27,12.6,9.1,3.5,0.5,3.9,0.13,Milk and milk products,Animal-based foods,,,
17-820,"Ovaltine powder, made up with whole milk",Recipe. Calculated from 25g powder to 200ml milk,PAA,17-564 ,Updated 2014. N values due to N values published in Ovaltine powder,,407,97,3.4,2.19,12.5,9,3.5,0.5,3.8,0.13,Milk and milk products,Animal-based foods,,,
17-734,"Ovaltine, powder","6 samples, Manufacturer's data",PAA,17-504 ,"Industry data, 2013; folate from LGC, added folic acid in supplements and fortified foods, 1995. Fibre from 12-108",,1546,365,1.9,1.4,77.6,46,31.6,4.3,7.1,0.3,Uncategorized,Other,,,
18-420,"Oxtail, meat only, stewed with added salt",12 sample,MG,50-493 ,"MW4, 1978. Values reviewed for Meat, Poultry and Game Supplement, 1995.",,1014,243,13.4,6.3,0,0,0,0,30.5,0.48,Meat and meat products,Animal-based foods,,,
50-494,"Oxtail, meat only, stewed, weighed with fat and bones",Calculated from oxtail stewed,MG,,"MW4, 1978. Values reviewed for Meat, Poultry and Game Supplement, 1995.",,385,92,5.1,2.3,0,0,0,0,11.6,0.18,Meat and meat products,Animal-based foods,,,
18-419,"Oxtail, raw",12 samples,MG,,"MW4, 1978. Values reviewed for Meat, Poultry and Game Supplement, 1995.",,714,171,10.1,4.2,0,0,0,0,20.0,0.28,Uncategorized,Other,,,
16-260,"Oysters, raw",Analytical and literature sources,JM,16-311 ,"As Fish and Fish Products Supplement, 1993 (16-260) with fatty acids from Fatty Acid Supplement 1998 (16-311)",,231,55,1.3,0.2,0,0,0,0,10.8,1.28,Uncategorized,Other,,,
16-261,"Oysters, raw, weighed with shells",Calculated from raw 16-260,JM,,"As Fish and Fish Products Supplement, 1993 (16-261) with fatty acids from Fatty Acid Supplement 1998 (16-311)",,33,8,0.2,0,0,0,0,0,1.5,0.18,Uncategorized,Other,,,
13-516,"Pak choi, steamed","16 samples, autumn and winter, UK grown and imported",DG,,"DH, Nutrient analysis of fruit and vegetables, 2013",,77,18,0.1,0.02,1.9,1.5,0.4,2,1.5,0.1,Non-alcoholic beverages,Beverages,,,
15-620,"Pakora, vegetable, takeaway and restaurant","11 samples, 3 from London, 3 from Birmingham, 2 from Leeds and 3 from Bradford, crispy vegetable fitters",DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,1240,299,22.0,3.73,15.1,1.5,13.6,3.3,8.4,1.2,Vegetables,Plant-based foods,,,
15-826,"Pakora/bhajia, aubergine, fried in vegetable oil, homemade",Recipe. Aubergine fried in chick pea flour batter,DR,15-545 ,Updated 2014,,1257,303,22.5,1.63,14.9,2.2,12.7,4.8,7.8,0.05,Vegetables,Plant-based foods,,,
15-827,"Pakora/bhajia, cauliflower, fried in vegetable oil, homemade",Recipe. Cauliflour fried in chick pea flour batter,DR,15-546 ,Updated 2014,,1346,324,23.9,1.71,15.8,2.7,13.2,4.7,9.1,0.06,Vegetables,Plant-based foods,,,
15-828,"Pakora/bhajia, onion, fried in vegetable oil, homemade",Recipe. Onion fried in chick pea flour batter,DR,15-547 ,Updated 2014,,1152,276,14.7,1.09,21.9,3.2,18.7,5.7,11.1,0.04,Vegetables,Plant-based foods,,,
15-829,"Pakora/bhajia, potato and cauliflower, fried in vegetable oil, homemade","Recipe, vegetables fried in chick pea flour batter",DR,15-549 ,Updated 2014,,1304,314,22.3,1.77,17.6,1.9,15.7,4,8.7,0.02,Vegetables,Plant-based foods,,,
15-830,"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil, homemade","Recipe, vegetables fried in chick pea flour batter",DR,15-550 ,Updated 2014,,1517,364,22.7,1.67,24.5,1.7,22.8,6.1,12.4,0.04,Vegetables,Plant-based foods,,,
15-831,"Pakora/bhajia, potato, fried in vegetable oil, homemade",Recipe. Potatoes fried in chick pea flour batter,DR,15-548 ,Updated 2014,,1346,323,19.6,1.41,25,1.4,23.6,5,9.2,0.06,Vegetables,Plant-based foods,,,
15-832,"Pakora/bhajia, spinach, fried in vegetable oil, homemade","Recipe, spinach fried in chick pea flour batter",DR,15-551 ,Updated 2014,,1559,374,22.2,1.65,25.6,1.8,23.7,7,14.6,0.23,Vegetables,Plant-based foods,,,
15-653,"Pakora/bhajia, vegetable, retail",Recipe from manufacturer,DR,15-232 ,"Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000. Vegetable Dishes Supplement (1992); and industry data, 2013",,1014,243,14.7,1,19.5,2.3,15.9,3.6,6.5,1.08,Vegetables,Plant-based foods,,,
11-1101,"Pakoras, homemade",Recipe,AT,11-711 ,Updated 2014,,764,183,8.1,0.66,17.1,2.1,15,4.5,8.1,0.16,Uncategorized,Other,,,
11-922,"Pancakes (served with crispy duck), pancakes only, takeaway","10 sub-samples, 2 from different establishments in each of 5 regions",AT,,"Aspland and James, Nutrient analysis of ethnic takeaway foods, 1997",,N,N,7.9,N,48.8,5,38.1,N,8.6,0.3,Snack foods,Processed foods,,,
11-959,"Pancakes, savoury, made with semi-skimmed milk, homemade",Recipe,AT,,As MW6. Recalculated in 2013,,855,204,8.4,1.95,24.3,3.6,20.7,1.1,7.1,0.13,Milk and milk products,Animal-based foods,,,
11-1102,"Pancakes, savoury, made with skimmed milk, homemade",Recipe,AT,11-712 ,Updated 2014,,814,194,7.3,1.22,24.3,3.6,20.7,1.1,7.1,0.14,Milk and milk products,Animal-based foods,,,
11-1103,"Pancakes, savoury, wholemeal, made with whole milk, homemade",Recipe,AT,11-714 ,"Recipe produced for calculation of savoury pancakes stuffed with vegetables, wholemeal. Updated 2014",,894,214,10.1,2.87,21.5,3.8,17.7,2.9,7.7,0.13,Milk and milk products,Animal-based foods,,,
15-645,"Pancakes, stuffed with vegetables, homemade","Tomato, mushroom and onion stuffing. Recipe adapted from a recipe from Leeds Polytechnic",DR,15-376 ,Updated 2013,,481,115,4.2,0.95,14.3,4.3,10,1.2,4.3,0.07,Vegetables,Plant-based foods,,,
15-833,"Pancakes, stuffed with vegetables, wholemeal, homemade","Tomato, mushroom and onion stuffing. Recipe adapted from a recipe from Leeds Polytechnic",DR,15-552 ,Updated 2014,,496,118,5.0,1.39,12.7,4.2,8.5,2.1,4.6,0.07,Vegetables,Plant-based foods,,,
11-1143,"Pancakes, sweet, made with semi skimmed milk, homemade",Recipe,AS,,Recalculated in 2014,,992,236,7.4,1.22,35.2,16.2,19,1,6.6,0.13,Milk and milk products,Animal-based foods,,,
11-1141,"Pancakes, sweet, made with skimmed milk, homemade",Recipe,AS,11-702 ,Updated 2014,,992,236,7.4,1.22,35.2,16.2,19,1,6.6,0.13,Milk and milk products,Animal-based foods,,,
11-1142,"Pancakes, sweet, made with whole milk, homemade",Recipe,AS,11-601 ,Updated 2014,,1074,256,9.7,2.67,35.1,16.1,19,1,6.5,0.12,Milk and milk products,Animal-based foods,,,
16-432,"Pangasius, flesh only, baked",Calculated from 16-382 and 31.9% weight loss,JA,,"DH, Nutrient analysis of fish and fish products, 2013",,457,108,2.3,0.72,0,0,0,0,21.9,0.75,Bakery products,Processed foods,,,
16-433,"Pangasius, flesh only, poached",Calculated from 16-382 and 27.2% weight loss,JA,,"DH, Nutrient analysis of fish and fish products, 2013",,430,102,2.2,0.68,0,0,0,0,20.5,0.7,Uncategorized,Other,,,
16-382,"Pangasius, flesh only, raw","6 samples, 6 products, frozen and chilled. Also known as Vietnamese river cobbler and basa",JA,,"DH, Nutrient analysis of fish and fish products, 2013",,312,74,1.6,0.49,0,0,0,0,14.9,0.51,Uncategorized,Other,,,
11-998,"Papadums, takeaway",10 samples from different outlets,AF,11-464 ,"Aspland and James, Nutrient analysis of ethnic and takeaway foods, 1997; fatty acids as Fatty Acids Supplement 17-447. Riboflavin from Cereals and Cereal Products Supplement, 1988",,2119,511,38.8,7.95,25.7,0,25.7,6.3,11.5,N,Uncategorized,Other,,,
14-390,"Papaya, flesh only, raw","11 samples, imported, ripe",FA,14-180,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,213,51,0.6,0.19,9.5,9.5,0,1.8,0.8,0.04,Uncategorized,Other,,,
14-397,"Papaya, flesh only, raw, weighed with skin and pips",Calculated from 14-390,FA,14-181,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,129,31,0.4,0.11,5.7,5.7,0,1.1,0.4,0.02,Uncategorized,Other,,,
13-311,"Papaya, unripe, green flesh, raw",Literature sources,DG,,"Gopalan et al. (1980) Nutritive value of Indian foods, National Insitute of Nutrition, Indian Council of Medical Research, and Wu Leung et al. (1972) Food composition table for use in East Asia",,101,24,0.1,0,3.6,3.6,0,2.3,0.9,0.04,Uncategorized,Other,,,
13-879,Paprika,Literature sources,H,13-843 ,"USDA SR26, 2013",,1321,319,12.9,2.14,19.1,10.3,8.8,34.9,14.1,0.17,Uncategorized,Other,,,
11-1104,"Paratha, homemade",Recipe,AF,11-630 ,Updated 2014,,1428,341,14.4,8.51,41.8,0.8,41,4.9,8.6,0.3,Uncategorized,Other,,,
16-101,"Parrot fish, raw",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",,353,83,0.4,0.1,0,0,0,0,19.9,0.21,Fish and fish products,Animal-based foods,,,
13-845,"Parsley, dried",Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,986,237,7.0,1.38,14.3,12.4,1.9,26.9,15.8,0.45,Uncategorized,Other,,,
13-844,"Parsley, fresh",Tough stalks removed,H,50-846 ,"Reviewed 2013. IFR, The nutritional values of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,183,44,1.3,0.16,2.7,2.3,0.4,5,2.9,0.08,Uncategorized,Other,,,
13-631,"Parsnip, boiled in unsalted water","11 samples, UK, ends trimmed and peeled. Cut into chunks or slices, boiled for 8-12 minutes",DG,13-454,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,297,70,0.7,0.12,13.6,4.1,9.5,2.6,1.2,0.01,Oils and fats,Other,,,
13-312,"Parsnip, raw",Ends trimmed and peeled,DG,50-799 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J.Nutr. 83, 2000",,306,73,1.1,0.2,11.6,5.4,5.6,4.7,1.8,0.03,Uncategorized,Other,,,
13-632,"Parsnip, roasted in rapeseed oil","Calculated from boiled. Fat and water analysed, 2017. 11 samples, UK, ends trimmed and peeled. Cut into quarters or halves and coated with 1 tbsp rapeseed oil, roasted for 35-55 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,699,166,4.5,0.37,26.6,8,18.5,5.1,2.4,0.02,Nuts and seeds,Plant-based foods,,,
18-381,"Partridge, meat only, roasted",Meat from dressed carcase,MCI,50-452 ,"MW4, 1978. Values reviewed for Meat, Poultry and Game Supplement, 1995.",,890,212,7.2,1.9,0,0,0,0,36.7,0.25,Meat and meat products,Animal-based foods,,,
18-382,"Partridge, meat only, roasted, weighed with bone","Calculated from roast, meat only 18-381",MCI,50-453 ,"MW4, 1978. Values reviewed for Meat, Poultry and Game Supplement, 1995.",,533,127,4.3,1.1,0,0,0,0,22.0,0.15,Meat and meat products,Animal-based foods,,,
14-285,Passion fruit juice,Literature sources,FC,,"Gebhardt et al. (1982) Comoposition of foods: fruits and fruit juices, raw, processed and prepared, and Gopalan et al. (1980) Nutritive values of Indian foods",,238,56,0.1,0,10.6,10.6,0,0.2,0.8,0.05,Fruit,Plant-based foods,15.0,,15.0
14-178,"Passion fruit, flesh and pips",Analysis and literature sources;,FA,50-933 ,"Reviewed 2013. Fruit and Nuts Supplement, 1992",,262,63,0.4,0.1,5.7,5.7,0,7.9,2.8,0.05,Fruit,Plant-based foods,,,
14-179,"Passion fruit, flesh and pips, weighed with skin",Calculated from 14-178,FA,50-934 ,"Fruit and Nuts Supplement, 1992",,155,37,0.2,0,3.4,3.4,0,4.8,1.7,0.03,Fruit,Plant-based foods,,,
11-734,"Pasta and sauce mixes, dried, raw","10 samples, 10 products, pasta with sauce including cheese, meat and vegetables",AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1545,365,4.9,2.25,64,7.8,56.3,4.5,14.1,2.91,Uncategorized,Other,,,
11-717,"Pasta shapes, coloured, flavoured, dried, raw","10 samples, including spirali, farfalle, fusilli, penne, pennette",AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1477,349,1.6,0.23,68.7,2.2,66.5,5.5,12.1,0.02,Uncategorized,Other,,,
19-611,"Pasta with ham and mushroom sauce, homemade",Recipe,MR,19-413 ,Updated 2014,,565,135,5.3,3.18,14.9,1,13.9,1.2,6.3,0.24,Uncategorized,Other,,,
19-483,"Pasta with meat and tomato sauce, homemade",Recipe,MR,19-347 ,Updated 2013,,604,144,4.1,1.41,18.7,1.9,16.8,2.1,6.9,0.23,Meat and meat products,Animal-based foods,,,
11-729,"Pasta, egg, fresh, filled with cheese and tomato, boiled in unsalted water","10 samples, 7 products, including tortelloni and ravioli",AD,11-451 ,Nutrient analysis of pasta and pasta sauces 2003,,817,194,5.9,3.12,25.6,0.2,25.4,2.3,8.6,0.53,Oils and fats,Other,,,
11-728,"Pasta, egg, fresh, filled with cheese only, boiled in unsalted water","10 samples, 5 products, including tortelloni, torellini and ravioli",AD,11-451 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,908,216,6.7,3.54,27.5,2.1,25.5,2.2,10.3,0.61,Oils and fats,Other,,,
11-731,"Pasta, egg, fresh, filled with green vegetables/herbs and cheese, boiled in unsalted water","10 samples, 9 products, including tortellini and ravioli",AD,11-451 ,Nutrient analysis of pasta and pasta sauces 2003,,817,194,5.8,3.22,26.1,0.1,26,1.6,8.6,0.6,Vegetables,Plant-based foods,,,
11-732,"Pasta, egg, fresh, filled with meat, boiled in unsalted water","10 samples, 9 products, including tortellini and cappelletti and chicken, ham, beef and bacon fillings",AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,845,200,4.7,1.81,28.5,1,27.5,1.9,10.1,0.75,Meat and meat products,Animal-based foods,,,
11-730,"Pasta, egg, fresh, filled with mushrooms, boiled in unsalted water","10 samples, 8 products, including ravioli, fagottini, tortellini",AD,11-451 ,Nutrient analysis of pasta and pasta sauces 2003,,729,173,4.3,2.27,24.7,0.7,24,1.9,7.9,0.53,Oils and fats,Other,,,
11-726,"Pasta, egg, fresh, raw","10 samples, 10 products, including tagliatelle, penne, conchiglie, spaghetti, fusilli",AD,11-449 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1214,287,2.9,0.71,51.9,2,49.9,3.3,11.6,0.06,Uncategorized,Other,,,
11-715,"Pasta, egg, white, dried, raw","10 samples, including farfalle, spaghetti, penne, lasagne, tagliatelle",AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1563,369,3.6,0.89,68.1,2,66.1,3.9,14.2,0.13,Uncategorized,Other,,,
11-727,"Pasta, egg, white, tagliatelle, fresh, boiled in unsalted water","10 samples, 6 products",AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,655,155,1.6,0.38,27.8,0,27.8,2,6.3,0.02,Oils and fats,Other,,,
11-450,"Pasta, plain, fresh, boiled","12 Samples, 8 brands including spaghetti, tagliatelle, lasagne, linguine and fusilli",AD,11-397  ,"RHM (1995) Nutrient content of selected foods, Food Surveillance Information Sheet No. 70, with fats as Fatty Acids Supplement (1998) 11-397.",,675,160,1.5,0.28,28.9,0.6,27.9,1.9,6.6,0.04,Oils and fats,Other,,,
11-736,"Pasta, ravioli, meat filling, canned in tomato sauce","8 samples, 7 products",AD,11-621 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2004; and industry data, 2013",,337,80,1.4,0.46,13.7,3.3,10.4,1.1,2.6,0.65,Meat and meat products,Animal-based foods,,,
11-735,"Pasta, spaghetti, canned, in tomato sauce","10 samples, 9 products",AD,11-357 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2004; and industry data, 2013",,314,74,0.3,0.05,15.1,5.4,9.7,0.9,2.3,0.48,Uncategorized,Other,,,
11-720,"Pasta, white,  twists, fusilli, dried, boiled in unsalted water","10 samples, 8 products",AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,635,150,0.4,0.06,29.9,0.6,29.4,2.6,5.3,0.01,Oils and fats,Other,,,
11-1129,"Pasta, white, dried, boiled in unsalted water","Including pasta tubes, shells, bows and macaroni. Calculated from pasta, white, dried, raw using 106.3% weight gain",AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,729,172,0.8,0.11,33.9,1.1,32.8,2.5,6.1,0,Oils and fats,Other,,,
11-716,"Pasta, white, dried, raw","12 samples, including penne, fusilli, conchiglie, tagliatelle, spaghetti",AD,11-447 11-452 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1469,347,1.6,0.23,68.8,2,66.8,3.7,12.4,0.01,Uncategorized,Other,,,
