Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Edible proportion,Specific gravity,Total solids,Nitrogen conversion factor ,Glycerol conversion factor
12-522,"Milk, evaporated, whole","12 samples, Ideal, Carnation and own brands",BAR,12-033 ,"Milk Products and Eggs Supplement, 1989; and industry data, 2013.  Vitamin K1 from Bolton-Smith et al, Br J Nutr, 83, 2000",,1.00,,,6.38,0.945
12-535,"Milk, flavoured, pasteurised, chocolate","9 samples, 6 brands, including low fat, semi-skimmed",BAR,12-325 ,"LGC, Nutrient analysis of other milk and cream, 1998; and industry data, 2013. Fats calculated based on 12-034 proportions, vitamins as 12-034.",,1.00,1.06,,6.38,0.945
12-326,"Milk, flavoured, pasteurised, strawberry, banana","10 samples, 6 brands, including low fat and semi-skimmed",BAR,12-034 12-837 50-203 ,"Reviewed 2013. LGC, Nutrient analysis of other milk and cream, 1998. Vitamins values as 12-034, fatty acids from 12-837.",,1.00,1.06,,6.38,0.945
12-328,"Milk, goats, pasteurised",20 samples from one herd and literature sources,BC,12-037 12-838 50-204  ,"Reviewed 2013. Milk Products and Eggs Supplement, 1989; and Fatty Acids Supplement (1998) 12-838. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1.00,,,6.38,0.945
12-038,"Milk, human, colostrum",Literature sources,BC,50-205 ,"Milk Products and Eggs Supplement, 1989",,1.00,,,,
12-536,"Milk, human, mature",Literature sources,BC,12-040 ,"Department of Health and Social Security (1977) The composition of mature human milk. Report on Health and Social Subjects No 12, HMSO, London.  Fatty acids from Institute of Brain Chemistry, FA 12-839",,1.00,,,,
12-039,"Milk, human, transitional","Mixed sample, 15 mothers at 10th day post partum and literature sources",BC,50-206 ,"As Milk Products and Eggs Supplement, 1989",,1.00,,,,
12-313,"Milk, semi-skimmed, pasteurised, average","Average of summer/autumn and winter/spring milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",BAH,12-009 12-832 50-186 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996. Fatty acids as Fatty Acids Supplement 12-832",,1.00,1.03,,6.38,0.945
12-418,"Milk, semi-skimmed, pasteurised, summer and autumn",Samples taken in June and September,BAH,12-009 12-832 50-186 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996",,1.00,1.03,,6.38,0.945
12-419,"Milk, semi-skimmed, pasteurised, winter and spring",Samples taken in January and March,BAH,12-009 12-832 50-186 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996",,1.00,1.03,,6.38,0.945
12-314,"Milk, semi-skimmed, UHT","22 samples, average of winter and summer",BAH,12-011 40-130 50-188 ,"Reviewed 2013. Proximate data from LGC, Nutrient analysis of ‘other’ milk and cream, 1998; fats, inorganics and vitamins values as Milk Products and Eggs Supplement 12-011",,1.00,1.03,,6.38,0.945
12-329,"Milk, sheeps, raw",30 samples from 2 herds and literature sources,BC,12-041 12-840 50-208  ,"Reviewed 2013. Milk Products and Eggs Supplement, 1989; and Fatty Acids Supplements 12-840",,1.00,,,6.38,0.945
12-521,"Milk, skimmed, dried, fortified","20 samples, 7 brands",BAR,12-030 ,"Milk Products and Eggs Supplement, 1989; and industry data, 2013",,1.00,,,,
12-307,"Milk, skimmed, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",BAE,12-002 12-831 50-182  ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996; fatty acids as 12-831; Vitamin K1 Bolton-Smith et al. Br J Nutr 83 2000",,1.00,,,6.38,0.945
12-308,"Milk, skimmed, pasteurised, summer","Average of glass bottles, plastic containers and cartons",BAE,12-002 84 12-831 50-182 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1996",,1.00,,,6.38,0.945
12-309,"Milk, skimmed, pasteurised, winter","Average of glass bottles, plastic containers and cartons",BAE,12-002 84 12-831 50-182 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1996",,1.00,,,6.38,0.945
12-554,"Milk, skimmed, UHT","22 samples, summer (June/Sep) and winter (Jan/Mar), unfortified and manufacturers' data",BAE,12-310 12-004 ,"Reviewed 2013. LGC, Nutrient analysis of ‘other’ milk and cream, 1998; and Milk Products and Eggs Supplement, 1989",,1.00,1.03,,6.38,0.945
12-523,"Milk, soya, non-dairy alternative to milk, sweetened, fortified","10 samples, 9 brands",BC,12-330 ,"LGC, Nutrient analysis of 'other' milk and cream, 1998; and industry data, 2013. Fats calculated from 12-043 proportions and vitamins quoted as unsweetened soya milk. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1.00,1.03,,5.71,
12-524,"Milk, soya, non-dairy alternative to milk, unsweetened, fortified","10 samples, 8 brands",BC,12-331 ,"LGC 'Nutrient analysis of other milk and cream' 1998; Fats as Fatty Acids Supplement 12-841. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1.00,0.99,,5.71,
12-596,"Milk, whole, pasteurised, average","Average of summer/autumn and winter/spring standardised milk. Analytical data, 1995-1996; and industry data",BAK,12-316 ,"ADAS, Nutrient analysis of pasteurised liquid milk, 1995-1996; fatty acids as 12-833 and industry data 2014",,1.00,,,6.38,
12-598,"Milk, whole, pasteurised, summer and autumn",Standardised milk. Samples taken in June and September,BAK,12-317 ,"ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996; and industry data, 2014",,1.00,,,6.38,
12-597,"Milk, whole, pasteurised, winter and spring",Standardised milk. Samples taken in January and March,BAK,12-318 ,"ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996; and industry data, 2014",,1.00,,,6.38,
12-320,"Milk, whole, UHT","22 samples, summer (Jun/Sep) and winter (Jan/Mar)",BAK,12-016 12-835 ,"Reviewed 2013. LGC, Nutrient analysis of ‘other’ milk and cream, 1998; and industry data, 2013. Inorganics and water soluble vitamins from Milk Products and Eggs Supplement (1989) 12-016. Fatty acids as 12-835",,1.00,1.03,,6.38,0.945
12-327,"Milkshake, thick, takeaway","10 samples, 3 brands including chocolate, vanilla, and banana",BAR,12-103 12-893 50-1072 ,"Reviewed 2013. LGC, Nutrient analysis of 'other' milk and cream, 1998. Fatty acids as Fatty Acids Supplement (1998) 12-893",,1.00,1.09,,6.38,0.945
17-669,Milky Way and own brand equivalents,"16 samples, 3 brands, including standard and fun size",SEA,17-548 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1.00,,,6.38,
11-1092,"Mince pies, homemade, individual",Recipe,AP,11-591 ,Recalculated in 2014,,1.00,,,,
11-848,"Mince pies, retail","10 samples, 8 products",AS,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1.00,,,5.7,0.956
17-765,Mincemeat,10 samples of the same brand,SC,17-080 ,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986",,1.00,,,6.25,
17-852,"Mincemeat, vegetarian, homemade",Recipe,S,17-586 ,Updated 2014,,1.00,,,,
11-825,"Minibreads, toasted, retail","10 samples, 6 products, including bruschettinne and crostini",AM,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1.00,,,5.7,0.956
17-707,Mint sauce,"8 samples, 4 brands",WCN,17-319 ,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",,1.00,,,,
17-811,"Mint sauce, homemade",Recipe,WC,17-613 ,Updated 2014,,1.00,,,,
13-837,"Mint, dried",10 samples and calculation from fresh,H,,"LGC, Fruit and vegetables, 1989-1990",,1.00,,,,
13-836,"Mint, fresh",Literature sources,H,50-842 ,"Reviewed 2013. Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,6.25,
13-886,Mixed curry spices,"Recipe, equal quantities of curry powder, garam masala, paprika and chilli powder",H,13-872 ,Produced for use in VD recipe calculations,,1.00,,,,
13-884,"Mixed herbs, dried","Recipe; Equal quantities of Marjoram, Parsley, Sage and Thyme",H,13-871 ,"Recipe using values from Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No.8-2",,1.00,,,,
17-059,Molasses,Literature sources,SC,,"Ref. Cutrufelli and Pehrsson, 1991",,1.00,,,,
16-093,"Monkfish, flesh only, grilled","Calculated from raw, pieces from tail end",JA,,"Fish and Fish Products Supplement, 1993",,1.00,,,,
16-094,"Monkfish, flesh only, grilled, weighed with bones",Calculated from grilled 16-093,JA,,"Fish and Fish Products Supplement, 1993",,0.77,,,,
16-092,"Monkfish, flesh only, raw",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",,N,,,,
11-912,"Mooli paratha, homemade","5 samples, radish filled flatbread",AF,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",,1.00,,,6.25,
19-609,"Moussaka, homemade",Recipe,MR,19-412 ,Updated 2014,,1.00,,,,
19-507,"Moussaka, retail, reheated","8 samples, 4 brands of beef and lamb. 20-23% meat, chilled/frozen/longlife",MR,19-248 ,"LGC, Nutritional analysis of meat and poultry products, 1994-1995; and industry data, 2013",,1.00,,,,0.95
15-734,"Moussaka, vegetable, homemade",Recipe,DR,15-542 ,Updated 2014,,1.00,,,,
15-652,"Moussaka, vegetable, retail","7 samples, 3 brands; cooked in conventional and microwave ovens according to packet directions",DR,15-206 ,"LGC, Fruit and vegetables, 1989-1990; and industry data, 2013",,1.00,,,6.25,
12-401,"Mousse, chocolate, low fat","7 samples, 4 brands",BR,12-914 ,"Reviewed 2013. Campden and Chorleywood FRA, Nutrient analysis of yoghurts, fromage frais and chilled desserts, 1998",,1.00,,,6.38,0.945
12-402,"Mousse, fruit","8 samples, assorted flavours, fresh",BR,50-286 12-246 ,"Reviewed 2013. Milk Products and Eggs Supplement, 1989; fats and vitamin E from Milk Marketing Board, 1992 'Fat, Fatty acids and vitamin E content of a selection of biscuits, cakes and desserts'.",,1.00,,,6.38,0.945
11-781,"Muesli, Swiss style, no added sugar or salt, unfortified","6 samples, 5 products, including Jordans Natural Muesli and own brands",AI,11-495 ,"LGC, Nutrient survey of breakfast cereals, 2004",,1.00,,,5.83,
11-780,"Muesli, Swiss style, unfortified","11 samples, 9 products, including Alpen and own brand",AI,11-494 11-369 ,"LGC, Nutrient survey of breakfast cereals, 2004",,1.00,,,5.83,0.94
11-1094,"Muffins, American style, chocolate chip, homemade",Recipe,AN,11-608 ,Based on generic recpe'.  Updated 2014,,1.00,,,,
11-737,"Muffins, American, chocolate, retail","10 samples, 9 products",AN,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,5.7,0.956
11-738,"Muffins, American, not chocolate, retail","10 samples, 10 products, including blueberry, cherry, toffee",AN,,"Direct Laboratories, Nutrient analysis catch up project, 2003",,1.00,,,5.7,0.956
11-1095,"Muffins, bran, homemade",Recipe,AP,11-667 ,Updated 2014,,1.00,,,,
11-541,"Muffins, English style, white",10 samples,AP,11-260 ,"LGC, Nutrient analysis of bread and morning goods, 1999",,1.00,,,5.83,0.67
11-542,"Muffins, English style, white, toasted",Calculated using a weight loss of 12.6%,AP,11-260 ,"LGC, Nutrient analysis of bread and morning goods, 1999",,1.00,,,5.83,0.67
14-168,"Mulberries, whole fruit, raw",Whole fruit,FA,,"MW4, 1978. Values revised for Fruit and Nuts Supplement, 1992",,1.00,,,,
14-169,"Mulberries, whole fruit, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",FA,,"Fruit and Nuts Supplement, 1992",,1.00,,,,
14-170,"Mulberries, whole fruit, stewed without sugar","Calculated from 700g fruit, 210g water",FA,,"Fruit and Nuts Supplement, 1992",,1.00,,,,
16-096,"Mullet, Grey, flesh only, grilled","Calculated from raw, whole fish with guts removed",JA,,"Fish and Fish Products Supplement, 1993",,1.00,,,,
16-095,"Mullet, Grey, flesh only, raw",Literature sources,JA,,"Fish and Fish Products Supplement, 1993",,0.50,,,,
16-097,"Mullet, Grey, grilled, weighed with bones and skin",Calculated from grilled 16-096,JA,,"Fish and Fish Products Supplement, 1993",,0.55,,,,
16-099,"Mullet, Red, flesh only, grilled","6 samples, grilled for 7 minutes, whole fish with guts removed",JA,,"LGC, Analytical survey of fish and fish products, 1991-1992",,1.00,,,,
16-100,"Mullet, Red, flesh only, grilled, weighed with bones and skin",Calculated from grilled 16 - 099,JA,,"LGC, Analytical survey of fish and fish products, 1991-1992",,0.47,,,,
16-098,"Mullet, Red, flesh only, raw","6 samples, purchased whole",JA,,"LGC, Analytical survey of fish and fish products, 1991-1992",,0.23,,,,
17-416,"Mushroom, dried",Calculated from raw mushroom,DI,,"Miscellaneous Foods Supplement, 1994",,1.00,,,,
13-288,"Mushrooms, Chinese, dried, raw",Literature sources,DG,,"Wu Leung et al. (1972) Food composition table for use in East Asia, Food and Agriculture Organization and US Department of Health",,1.00,,,,
13-289,"Mushrooms, Jew's ear, tender, dried, raw",Literature sources;,DG,,"Wu Leung et al. (1972) Food composition table for use in East Asia, Food and Agriculture Organization and US Department of Health",,1.00,,,,
13-290,"Mushrooms, Jew's ear, tender, dried, soaked, raw",Literature sources;,DG,,"Wu Leung et al. (1972) Food composition table for use in East Asia, Food and Agriculture Organization and US Department of Health",,1.00,,,,
13-291,"Mushrooms, Jew's ear, tough, dried, raw",Literature sources:,DG,,"Wu Leung et al. (1972) Food composition table for use in East Asia, Food and Agriculture Organization and US Department of Health",,1.00,,,,
13-292,"Mushrooms, Jew's ear, tough, dried, soaked, raw",Literature sources:,DG,,"Wu Leung et al. (1972) Food composition table for use in East Asia, Food and Agriculture Organization and US Department of Health",,1.00,,,,
13-293,"Mushrooms, oyster, raw",Literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,0.70,,,,
13-295,"Mushrooms, shiitake, cooked",Literature sources:,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agriculture Handbook No 8-2",,1.00,,,,
13-294,"Mushrooms, shiitake, dried, raw",Literature sources:,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agriculture Handbook No 8-2",,1.00,,,,
13-546,"Mushrooms, white, fried in corn oil",Calculated from 13-505 and 17-033,DG,50-787 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,1.00,,,6.25,0.956
13-507,"Mushrooms, white, fried in rapeseed oil","Calculated from raw, cooked for 6.5-10 minutes. Water and fat analysed, 2011",DG,50-785 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,1.00,,,6.25,
13-545,"Mushrooms, white, fried in salted butter",Calculated from 13-507 and 13-416,DG,13-416 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,1.00,,,6.25,
13-505,"Mushrooms, white, raw","11 samples, closed cap and button, UK grown and imported, pre-packed and loose",DG,13-284 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,0.96,,,6.25,
13-506,"Mushrooms, white, stewed in unsalted water","As raw, stewed for 5-10 minutes",DG,13-285 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,1.00,,,6.25,
16-411,"Mussels in white wine sauce, cooked","6 samples, 6 products, frozen and chilled",JM,,"DH, Nutrient analysis of fish and fish products, 2013",,0.57,,,6.25,0.956
16-390,"Mussels, purchased cooked","7 samples, 6 products, frozen and chilled",JM,16-256 ,"DH, Nutrient analysis of fish and fish products, 2013",,1.00,,,6.25,0.7
16-497,"Mussels, raw",Purchased alive,JM,16-255 ,"Fish and Fish Products Supplement, 1993; Fe and K calculated from (16-390)",,0.32,,,6.25,
13-297,"Mustard and cress, raw",Leaves and cut stems,DG,50-788 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; Vitamin K1 from Bolton-Smith et al Br.J.Nutr. 83, 2000",,1.00,,,6.25,
13-299,"Mustard leaves, boiled in unsalted water",Literature sources,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agriculture Handbook No 8-2, and Wu Leung et al. (1972) Food composition table for use in East Asia.",,1.00,,,,
13-298,"Mustard leaves, raw",Literature sources;,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agriculture Handbook No 8-2, and Wu Leung et al. (1972) Food composition table for use in East Asia.",,N,,,,
17-362,Mustard powder,2 brands,WY,50-843 13-866 13-838 ,"Reviewed 2013. Miscellaneous Foods, 1994 and Vegetables, Herbs and Spices Supplement, 1991 (13-838). Fatty acid data from FA 13-866 not integrated because total fat content and fatty acid fractions are very different to this sample.",,1.00,,,6.25,0.8
13-839,Mustard seeds,Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,1.00,,,,
17-363,"Mustard, powder, made up",Made up with an equal volume of water,WY,,"Miscellaneous Foods Supplement, 1994",,1.00,,,,
17-364,"Mustard, smooth","10 samples, 7 types including English and French",WY,50-1180 ,"Reviewed 2013. LFRA, Nutrient analysis of miscellaneous foods, 1992",,1.00,,,,
17-365,"Mustard, wholegrain","9 samples, 5 brands",WY,50-1181 ,"Reviewed 2013. LFRA, Nutrient analysis of miscellaneous foods, 1992",,1.00,,,,
14-380,"Nectarines, flesh and skin, raw","11 samples, imported",FA,14-297,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8
14-381,"Nectarines, flesh and skin, raw, weighed with stones",Calculated from 14-380,FA,14-310,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,0.92,,,6.25,0.8
11-719,"Noodles, egg, dried, raw","10 samples, 6 products. Fine, medium and thick noodles",AD,11-055 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1.00,,,5.7,0.67
11-941,"Noodles, egg, fine, dried, boiled in unsalted water",Calculated from medium cooked noodles,AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1.00,,,5.7,0.67
11-1096,"Noodles, egg, fried with spring onions, homemade",Recipe,AD,11-626 ,Updated 2014,,1.00,,,,
11-724,"Noodles, egg, medium, dried, boiled in unsalted water","6 samples, 2 products",AD,11-056 ,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1.00,,,5.7,0.67
11-942,"Noodles, egg, thick, dried, boiled in unsalted water",Calculated from medium cooked noodles,AD,,"LGC, Nutrient analysis of pasta and pasta sauces, 2004",,1.00,,,5.7,0.67
